concurso,data,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,ganhadores_15_num,ganhadores_14_num,ganhadores_13_num,ganhadores_12_num,ganhadores_11_num,valor_rateio_15_num,valor_rateio_14_num,valor_rateio_13_num,valor_rateio_12_num,valor_rateio_11_num
1339,23/03/2016,11,08,24,13,14,03,16,05,02,21,23,04,06,07,20,0,260,11804,148640,872706,0.00,2237.51,20.00,8.00,4.00
1340,26/03/2016,10,13,16,09,19,05,18,04,12,07,14,17,22,01,02,3,408,15710,184855,974772,1193709.44,1821.19,20.00,8.00,4.00
1341,28/03/2016,24,21,03,16,10,01,23,08,20,04,17,14,09,15,13,2,325,9960,125066,684496,759613.22,1438.32,20.00,8.00,4.00
1342,30/03/2016,12,21,05,23,10,13,01,24,25,09,15,03,02,20,11,1,457,15279,214667,1050535,1135172.01,1091.85,20.00,8.00,4.00
1343,01/04/2016,05,15,10,16,13,17,23,09,19,11,14,04,24,21,02,2,694,18630,194539,989795,833864.22,1056.29,20.00,8.00,4.00
1344,04/04/2016,06,17,25,21,08,18,23,11,13,02,07,10,04,24,12,4,396,15962,190307,986811,407494.12,1809.27,20.00,8.00,4.00
1345,06/04/2016,10,14,03,15,22,11,07,01,19,24,21,25,09,08,17,2,439,18907,204196,1020974,801675.99,1605.39,20.00,8.00,4.00
1346,08/04/2016,19,10,02,18,03,08,14,15,07,23,05,21,20,25,11,8,856,23217,243097,1158977,168503.79,692.22,20.00,8.00,4.00
1347,11/04/2016,03,08,06,14,20,13,07,23,17,24,12,01,18,10,05,2,638,19581,203590,1021405,736262.22,1014.51,20.00,8.00,4.00
1348,13/04/2016,07,24,08,14,15,21,01,18,02,20,06,22,25,09,10,2,218,8405,127862,842578,1126117.01,3178.88,20.00,8.00,4.00
1349,15/04/2016,12,18,16,07,05,19,14,02,25,04,03,06,08,21,24,3,389,12988,161542,876018,646480.17,1534.07,20.00,8.00,4.00
1350,18/04/2016,09,23,11,19,12,20,08,06,21,13,18,01,05,16,14,1,335,12967,162153,883131,1681533.40,1544.46,20.00,8.00,4.00
1351,20/04/2016,07,13,06,25,23,17,02,24,10,21,20,11,04,22,19,3,550,17889,197896,948466,480671.98,1152.46,20.00,8.00,4.00
1352,22/04/2016,16,11,15,19,24,13,20,06,25,10,23,08,14,21,12,2,283,9882,138706,744154,696639.39,1514.85,20.00,8.00,4.00
1353,25/04/2016,14,08,21,24,05,18,03,09,25,10,23,12,22,11,07,1,284,12573,169011,912056,1589007.19,1721.57,20.00,8.00,4.00
1354,27/04/2016,01,12,20,09,07,11,03,02,24,13,21,15,18,05,14,1,398,14350,177710,938810,1351856.57,1493.02,20.00,8.00,4.00
1355,29/04/2016,02,04,07,15,20,16,24,03,21,01,22,08,18,06,11,0,267,11480,150557,823633,0.00,2299.49,20.00,8.00,4.00
1356,02/05/2016,11,06,15,12,20,08,03,16,14,19,04,13,17,10,09,2,703,30330,219973,1206589,2307596.13,1638.07,20.00,8.00,4.00
1357,04/05/2016,22,09,21,07,12,15,23,13,03,17,10,11,18,20,08,4,489,16907,221212,1112080,360584.96,1296.51,20.00,8.00,4.00
1358,06/05/2016,02,23,08,15,01,03,06,20,22,04,13,18,09,17,19,0,324,14569,181256,1006184,0.00,1872.29,20.00,8.00,4.00
1359,09/05/2016,18,11,09,13,05,03,17,07,14,08,15,16,20,23,21,11,1007,32025,348930,1521253,306894.18,612.98,20.00,8.00,4.00
1360,11/05/2016,14,05,24,06,12,20,04,11,10,08,02,03,18,23,01,2,481,20039,221298,1083809,770643.35,1408.50,20.00,8.00,4.00
1361,13/05/2016,05,14,11,19,04,25,18,15,20,12,23,17,13,01,16,5,319,11848,140601,841540,486538.18,2346.46,20.00,8.00,4.00
1362,16/05/2016,13,06,09,22,12,01,04,03,25,21,24,11,10,23,16,2,325,11719,155593,884422,1041679.46,1972.41,20.00,8.00,4.00
1363,18/05/2016,12,07,14,16,15,17,05,10,19,20,22,13,21,09,23,3,421,15246,180410,977211,520736.17,1631.08,20.00,8.00,4.00
1364,20/05/2016,06,17,22,15,09,13,10,12,20,18,16,25,24,01,11,3,320,13872,176891,983528,587109.21,1693.58,20.00,8.00,4.00
1365,23/05/2016,22,25,23,15,21,19,06,14,12,02,24,03,20,09,10,1,419,13246,155263,882556,1904525.91,1398.59,20.00,8.00,4.00
1366,25/05/2016,15,24,08,21,22,09,12,14,25,13,16,10,11,17,04,2,327,10541,135701,841569,974026.17,1833.03,20.00,8.00,4.00
1367,27/05/2016,14,07,23,04,02,05,03,06,20,15,17,18,16,09,24,0,245,9616,130964,704946,0.00,1938.42,20.00,8.00,4.00
1368,30/05/2016,23,16,24,20,18,07,10,05,19,25,22,11,08,14,12,6,597,19780,239981,1224623,575167.87,1404.48,20.00,8.00,4.00
1369,01/06/2016,18,05,04,11,24,22,10,14,09,12,03,13,16,17,21,2,354,12730,162960,898567,977595.28,1699.43,20.00,8.00,4.00
1370,03/06/2016,11,02,17,24,22,21,18,14,20,05,07,08,13,25,04,10,967,20770,202339,987659,173084.30,786.77,20.00,8.00,4.00
1371,06/06/2016,25,22,05,15,20,19,03,13,21,24,18,23,17,04,07,1,457,14999,196143,1062956,1479264.70,1422.81,20.00,8.00,4.00
1372,08/06/2016,23,03,17,13,02,21,09,18,07,16,01,25,15,10,05,8,827,33136,283116,1161896,123580.02,525.47,20.00,8.00,4.00
1373,10/06/2016,05,04,06,18,17,07,03,20,24,08,12,02,21,23,01,1,299,11758,159675,910610,2060113.87,2120.00,20.00,8.00,4.00
1374,13/06/2016,09,04,19,23,15,03,02,05,16,06,10,14,20,25,21,4,415,15294,164357,867983,445683.10,1888.23,20.00,8.00,4.00
1375,15/06/2016,18,20,24,15,25,11,14,23,06,09,22,16,01,10,05,4,547,16358,194314,945561,391002.59,1256.81,20.00,8.00,4.00
1376,17/06/2016,12,06,03,15,18,19,22,13,14,16,05,20,24,04,01,1,283,11980,151311,848045,2003207.53,2177.99,20.00,8.00,4.00
1377,20/06/2016,10,15,05,19,12,01,06,09,25,13,17,08,20,22,21,4,526,16628,183159,930239,407193.15,1361.11,20.00,8.00,4.00
1378,22/06/2016,19,06,02,25,08,01,20,24,21,10,17,23,03,12,13,2,533,16161,181979,930839,709072.19,1169.53,20.00,8.00,4.00
1379,24/06/2016,17,07,14,02,18,05,10,01,12,04,15,22,21,09,08,1,327,11826,141029,773085,1560287.63,1468.16,20.00,8.00,4.00
1380,27/06/2016,15,21,08,03,05,16,25,04,24,06,14,11,22,12,17,0,313,9843,130028,758455,0.00,1899.54,20.00,8.00,4.00
1381,29/06/2016,18,16,14,09,01,08,21,12,25,19,17,06,10,04,13,0,337,14696,187918,1087939,0.00,2250.91,20.00,8.00,4.00
1382,01/07/2016,24,19,10,21,15,06,16,12,13,20,01,22,17,14,18,3,528,22525,311719,1565243,2605655.27,1992.63,20.00,8.00,4.00
1383,04/07/2016,22,02,25,15,16,07,08,17,14,24,09,21,13,06,20,2,275,10838,149604,896966,1119973.17,2506.24,20.00,8.00,4.00
1384,06/07/2016,11,09,15,12,19,08,18,06,04,03,13,25,22,24,20,2,536,17737,198608,1029985,889883.09,1459.54,20.00,8.00,4.00
1385,08/07/2016,19,12,23,18,04,10,17,14,08,09,05,13,20,15,11,2,686,20764,228927,1084765,827349.85,1060.26,20.00,8.00,4.00
1386,11/07/2016,09,01,16,22,04,18,07,03,24,17,25,13,02,21,19,4,304,12853,168118,912891,456959.02,1850.03,20.00,8.00,4.00
1387,13/07/2016,16,24,04,11,12,05,07,09,06,14,01,03,18,13,15,2,344,13735,209059,948576,913791.09,1634.69,20.00,8.00,4.00
1388,15/07/2016,25,11,10,15,05,19,08,12,03,21,07,18,01,23,20,13,1252,32128,300963,1144718,79406.89,362.42,20.00,8.00,4.00
1389,18/07/2016,20,08,15,02,18,17,06,05,01,10,12,04,14,16,21,7,597,18816,195278,914592,240726.74,1240.69,20.00,8.00,4.00
1390,20/07/2016,14,03,15,05,20,18,13,06,07,16,08,11,21,17,23,2,2519,20791,247393,1046971,616220.46,215.05,20.00,8.00,4.00
1391,22/07/2016,03,15,16,21,05,24,01,25,19,11,06,10,12,20,17,4,647,18464,199698,1018676,408525.42,1110.17,20.00,8.00,4.00
1392,25/07/2016,14,09,03,15,21,16,08,18,25,02,22,01,17,20,04,1,180,8931,122749,783720,2165677.53,3702.01,20.00,8.00,4.00
1393,27/07/2016,09,03,11,20,22,23,13,14,10,07,18,05,17,12,04,7,652,20524,214954,1008300,178061.80,840.31,20.00,8.00,4.00
1394,29/07/2016,09,11,15,05,23,03,04,18,19,10,16,06,21,22,14,4,502,13429,156810,866193,519998.22,1821.28,20.00,8.00,4.00
1395,01/08/2016,17,22,16,12,23,25,06,13,19,08,07,18,11,05,14,2,356,12497,160436,938497,951455.03,1644.70,20.00,8.00,4.00
1396,03/08/2016,13,17,23,12,25,20,07,22,03,18,19,24,10,06,05,5,505,19274,207754,1063594,303788.58,1322.11,20.00,8.00,4.00
1397,05/08/2016,11,01,25,18,13,22,14,21,06,09,08,03,12,05,04,1,343,12085,162152,1005030,1956783.83,1755.36,20.00,8.00,4.00
1398,08/08/2016,24,08,05,16,14,21,07,11,15,20,04,25,19,06,01,5,507,15784,145559,810338,425975.85,1846.56,20.00,8.00,4.00
1399,10/08/2016,12,25,09,04,06,21,08,19,13,24,22,05,15,14,17,2,572,18664,203881,974033,809306.65,1243.84,20.00,8.00,4.00
1400,12/08/2016,19,21,23,09,22,02,12,25,24,03,10,05,06,16,01,4,296,10909,158507,872145,539239.99,2242.16,20.00,8.00,4.00
1401,15/08/2016,04,08,22,25,21,14,03,24,01,05,19,07,15,06,18,4,296,11707,149711,802097,422732.64,1757.73,20.00,8.00,4.00
1402,17/08/2016,03,19,02,15,14,08,11,21,09,05,16,23,12,04,20,1,351,11707,149536,839885,1811406.15,1587.91,20.00,8.00,4.00
1403,19/08/2016,17,21,05,16,08,11,23,04,15,12,25,13,03,09,10,1,392,14945,188912,1033178,1330195.71,1491.58,20.00,8.00,4.00
1404,22/08/2016,22,25,01,02,03,16,15,18,21,13,19,10,04,08,11,0,829,14065,159685,865433,0.00,844.76,20.00,8.00,4.00
1405,24/08/2016,24,09,20,11,18,23,14,19,04,02,10,15,16,03,07,4,670,19218,212074,1121207,946197.34,1437.81,20.00,8.00,4.00
1406,26/08/2016,15,24,13,06,05,09,02,21,04,22,20,25,03,11,19,3,370,14477,176196,945787,519337.65,1850.92,20.00,8.00,4.00
1407,29/08/2016,05,24,20,10,25,01,06,22,02,12,13,23,07,04,21,0,301,11682,145150,806240,0.00,1812.66,20.00,8.00,4.00
1408,06/09/2016,13,01,03,24,10,19,14,23,12,21,25,22,05,11,08,10,4120,141813,1857700,9732743,8227506.94,1661.12,20.00,8.00,4.00
1409,09/09/2016,04,17,07,08,02,06,14,01,12,16,25,22,11,24,19,10,864,21432,195835,986387,234987.40,1195.49,20.00,8.00,4.00
1410,12/09/2016,09,07,23,04,02,05,06,10,15,16,17,20,21,03,14,1,628,19893,180444,963967,1917825.68,1342.35,20.00,8.00,4.00
1411,14/09/2016,09,05,13,23,01,17,21,14,08,12,16,07,10,06,15,2,373,10672,156394,1002188,974404.53,1607.60,20.00,8.00,4.00
1412,16/09/2016,18,05,11,22,15,24,16,21,23,07,25,19,13,06,09,5,618,19484,220522,1119773,306562.41,1090.23,20.00,8.00,4.00
1413,19/09/2016,17,05,16,04,02,06,09,10,13,21,18,03,07,08,25,3,273,10133,140893,873320,698777.25,2362.73,20.00,8.00,4.00
1414,21/09/2016,03,04,11,13,23,02,09,07,20,14,21,10,05,16,17,4,761,28439,215104,1044773,347118.94,801.99,20.00,8.00,4.00
1415,23/09/2016,25,18,06,17,24,13,19,02,12,04,23,15,10,22,05,5,739,18866,204629,1030278,324543.43,965.19,20.00,8.00,4.00
1416,26/09/2016,08,14,12,15,07,17,18,20,10,24,04,09,05,19,03,1,573,17732,195424,985629,1551298.05,1190.03,20.00,8.00,4.00
1417,28/09/2016,04,19,11,14,01,07,13,15,03,09,02,06,18,22,23,4,401,14140,172836,956173,408409.14,1790.72,20.00,8.00,4.00
1418,30/09/2016,21,02,13,14,09,06,11,23,20,15,04,18,10,22,17,4,590,16008,185448,993010,444300.08,1324.04,20.00,8.00,4.00
1419,03/10/2016,07,18,23,15,06,16,12,17,21,24,03,19,20,11,02,4,256,9284,128845,811681,542070.72,2606.11,20.00,8.00,4.00
1420,05/10/2016,13,06,01,15,16,25,17,04,22,14,08,10,23,07,20,3,381,12458,157155,886653,670831.75,1625.27,20.00,8.00,4.00
1421,07/10/2016,06,24,09,19,18,03,11,07,20,17,05,08,12,23,14,5,441,17061,214784,1103637,345607.73,1722.39,20.00,8.00,4.00
1422,10/10/2016,11,16,14,15,07,19,22,05,13,17,23,10,04,24,01,3,441,15035,177266,944591,581744.73,1739.53,20.00,8.00,4.00
1423,14/10/2016,02,07,19,08,01,13,12,11,04,22,15,23,16,05,14,1,441,16270,223775,1235621,2503550.17,1746.76,20.00,8.00,4.00
1424,17/10/2016,11,02,20,13,18,25,04,17,05,23,21,10,08,06,09,8,1253,26506,233466,1021794,143695.63,403.27,20.00,8.00,4.00
1425,19/10/2016,16,09,03,11,04,13,05,14,12,21,01,19,20,08,25,0,328,11280,154433,891211,0.00,1810.27,20.00,8.00,4.00
1426,21/10/2016,10,02,14,16,04,03,18,23,08,12,22,07,15,25,24,11,1037,28478,294329,1377035,365219.34,884.91,20.00,8.00,4.00
1427,24/10/2016,18,17,15,01,14,16,20,02,25,12,11,22,10,19,07,2,194,9485,132255,829941,1030986.64,3270.38,20.00,8.00,4.00
1428,26/10/2016,22,13,17,02,06,09,05,18,03,08,21,20,04,25,19,0,297,11583,169506,904542,0.00,1813.59,20.00,8.00,4.00
1429,28/10/2016,15,19,25,20,14,13,16,18,08,09,07,10,05,12,21,3,572,19724,245731,1296262,1288976.27,1626.34,20.00,8.00,4.00
1430,31/10/2016,01,20,04,16,23,08,21,07,22,13,05,25,03,09,15,2,385,14778,186966,1025736,778316.52,1777.23,20.00,8.00,4.00
1431,04/11/2016,16,14,09,08,19,20,10,23,12,02,01,15,25,07,17,1,469,17725,224459,1227154,2554180.29,1675.70,20.00,8.00,4.00
1432,07/11/2016,25,17,04,24,18,11,23,12,03,01,16,05,20,21,10,5,331,11035,160425,949655,408084.66,1896.75,20.00,8.00,4.00
1433,09/11/2016,16,14,23,09,22,06,20,12,15,25,03,07,10,24,18,3,505,18120,203594,990252,574057.40,1499.00,20.00,8.00,4.00
1434,11/11/2016,04,13,06,03,05,09,07,22,18,24,23,10,12,19,15,4,668,20015,223402,1119694,384540.92,1012.14,20.00,8.00,4.00
1435,14/11/2016,04,17,05,20,01,10,06,16,02,19,23,03,09,21,12,0,239,10060,150104,855059,0.00,2708.34,20.00,8.00,4.00
1436,16/11/2016,05,06,19,03,23,24,02,01,08,18,11,22,12,17,15,1,404,14803,178046,962902,4193218.85,1591.41,20.00,8.00,4.00
1437,18/11/2016,07,09,19,04,06,25,02,08,11,23,14,05,20,13,17,3,840,22165,223860,1071078,507086.59,796.05,20.00,8.00,4.00
1438,21/11/2016,01,10,08,21,04,24,11,17,15,14,07,09,20,12,22,0,337,14018,166183,879250,0.00,1762.37,20.00,8.00,4.00
1439,23/11/2016,14,12,11,05,03,15,16,02,22,24,17,19,01,18,13,5,369,15188,184161,1158942,943702.11,2325.01,20.00,8.00,4.00
1440,25/11/2016,12,03,20,22,17,18,08,10,21,25,14,02,13,24,16,1,410,15562,183211,957678,1795194.85,1347.24,20.00,8.00,4.00
1441,28/11/2016,22,09,01,16,06,05,04,11,19,10,25,13,23,03,07,2,682,20382,209250,991858,668097.10,861.19,20.00,8.00,4.00
1442,30/11/2016,01,12,15,16,20,11,09,21,03,02,19,13,07,17,04,2,318,12537,165425,896706,852233.93,1649.22,20.00,8.00,4.00
1443,02/12/2016,16,10,07,02,17,01,08,14,11,05,24,09,12,15,03,2,378,13835,200595,973818,985648.09,1604.64,20.00,8.00,4.00
1444,05/12/2016,24,18,06,10,02,17,04,09,11,20,05,21,14,01,15,3,435,14685,171577,907008,677563.37,1437.80,20.00,8.00,4.00
1445,07/12/2016,08,06,15,20,13,04,05,01,18,25,23,16,17,10,22,3,709,24490,239746,1026831,503879.56,937.17,20.00,8.00,4.00
1446,09/12/2016,13,22,17,04,21,25,23,20,12,24,01,16,08,07,06,0,315,10994,149113,869786,0.00,2203.84,20.00,8.00,4.00
1447,12/12/2016,25,05,13,17,04,21,19,03,24,12,22,08,11,01,18,5,604,19821,245596,1323641,914001.43,1683.88,20.00,8.00,4.00
1448,14/12/2016,23,24,05,21,01,19,04,18,06,13,08,03,22,12,16,2,433,15901,199502,976377,862868.40,1751.88,20.00,8.00,4.00
1449,16/12/2016,23,07,06,20,04,09,16,08,03,22,11,15,05,01,24,4,428,11622,152640,881720,562072.22,1616.31,20.00,8.00,4.00
1450,19/12/2016,13,16,20,05,14,17,08,24,02,19,04,22,01,10,09,1,376,13762,163988,902248,1992328.20,1630.38,20.00,8.00,4.00
1451,21/12/2016,05,24,03,12,13,14,20,23,25,19,10,21,01,15,02,2,350,15053,206333,1043488,808904.67,1422.25,20.00,8.00,4.00
1452,23/12/2016,08,25,17,02,10,11,07,14,20,24,13,21,05,15,23,8,1021,25464,241290,1136397,166632.69,573.90,20.00,8.00,4.00
1453,26/12/2016,02,08,13,15,01,24,19,25,05,23,16,14,21,09,10,5,462,14502,171217,904123,297695.33,1416.18,20.00,8.00,4.00
1454,28/12/2016,10,22,01,25,03,18,21,19,13,14,12,04,23,20,07,1,422,15263,183501,984525,1592697.16,1658.97,20.00,8.00,4.00
1455,30/12/2016,15,23,20,02,17,21,16,14,07,05,19,18,22,08,25,4,280,10990,150147,938591,514662.04,2262.25,20.00,8.00,4.00
1456,02/01/2017,08,13,20,06,25,19,15,12,01,07,02,14,24,09,21,2,338,10449,124986,732159,874324.31,1591.85,20.00,8.00,4.00
1457,04/01/2017,14,23,08,15,04,02,09,01,18,10,03,13,07,24,11,1,376,14583,214624,986330,1504968.43,1759.37,20.00,8.00,4.00
1458,06/01/2017,20,11,17,18,07,03,01,22,24,19,09,05,02,23,14,5,465,17307,204837,1070579,356213.76,1683.62,20.00,8.00,4.00
1459,09/01/2017,12,06,14,16,25,01,18,13,24,04,19,09,17,10,20,2,250,11377,143543,852116,1025074.08,2523.26,20.00,8.00,4.00
1460,11/01/2017,17,16,11,07,18,14,20,03,21,01,19,05,15,24,25,1,284,12260,173748,1012009,1679366.25,1819.47,20.00,8.00,4.00
1461,13/01/2017,09,10,21,24,05,04,17,02,19,18,25,15,06,23,11,3,477,16714,198211,1006791,625164.78,1728.28,20.00,8.00,4.00
1462,16/01/2017,09,14,17,12,01,21,03,07,20,04,16,05,25,13,24,7,539,17085,194056,991886,216778.01,1237.49,20.00,8.00,4.00
1463,18/01/2017,23,07,11,20,10,04,22,15,06,17,19,13,03,24,14,8,627,16771,180964,927889,207383.64,1163.09,20.00,8.00,4.00
1464,20/01/2017,23,11,09,12,16,17,24,13,04,15,14,18,10,01,22,1,292,10246,141550,866787,2016298.04,2124.66,20.00,8.00,4.00
1465,23/01/2017,24,12,19,10,08,16,23,09,22,21,05,07,20,14,02,2,336,13305,170497,931139,881947.85,1615.29,20.00,8.00,4.00
1466,25/01/2017,10,12,03,06,14,11,24,02,21,23,19,20,25,22,04,1,389,14765,154813,833086,1755067.27,1388.23,20.00,8.00,4.00
1467,27/01/2017,09,10,25,20,19,22,12,21,06,04,01,05,24,11,23,8,597,15334,177859,880104,234111.30,1378.97,20.00,8.00,4.00
1468,30/01/2017,20,19,05,13,12,03,23,08,24,21,18,14,06,11,02,4,483,17745,193273,992421,382413.26,1392.08,20.00,8.00,4.00
1469,01/02/2017,05,16,06,03,08,11,07,09,02,13,20,19,18,01,17,2,861,15983,147795,887046,1014704.42,1036.06,20.00,8.00,4.00
1470,03/02/2017,14,21,23,03,12,18,24,07,22,15,20,13,11,08,02,2,421,14548,201070,1103786,864924.39,1806.11,20.00,8.00,4.00
1471,06/02/2017,08,18,13,04,10,07,15,06,22,11,02,21,20,01,24,2,815,19590,186146,915251,874764.39,943.58,20.00,8.00,4.00
1472,08/02/2017,14,18,08,10,04,24,22,13,07,12,02,05,23,03,21,2,437,17431,229795,1079571,658198.11,1324.10,20.00,8.00,4.00
1473,10/02/2017,20,04,08,07,12,14,25,22,23,16,05,10,01,09,24,1,345,14712,184903,992938,1805494.62,1610.25,20.00,8.00,4.00
1474,13/02/2017,08,20,07,01,18,15,14,02,13,19,21,05,10,11,25,5,656,21301,211687,1090171,268592.66,899.86,20.00,8.00,4.00
1475,15/02/2017,24,15,18,13,02,20,03,01,21,09,06,10,25,12,05,5,724,19115,205439,1044763,288501.08,875.78,20.00,8.00,4.00
1476,17/02/2017,04,14,19,09,10,13,16,07,25,21,02,06,12,05,22,4,536,16954,181798,933603,460346.72,1510.07,20.00,8.00,4.00
1477,20/02/2017,21,23,07,04,05,02,10,03,01,12,22,15,17,06,18,3,298,9758,132157,810745,678046.94,2100.30,20.00,8.00,4.00
1478,22/02/2017,06,21,12,15,25,19,07,10,17,11,02,24,16,05,18,3,386,11341,146383,823821,667232.51,1595.61,20.00,8.00,4.00
1479,24/02/2017,13,15,18,22,03,09,17,05,23,06,14,20,16,02,11,2,430,14660,177463,905994,884682.47,1808.70,20.00,8.00,4.00
1480,01/03/2017,06,25,16,10,12,22,11,20,01,07,13,21,17,15,19,0,285,12290,135180,794419,0.00,1759.95,20.00,8.00,4.00
1481,03/03/2017,25,11,23,07,02,20,18,08,09,03,24,21,17,19,05,3,502,23821,288152,1416041,1167875.31,1640.44,20.00,8.00,4.00
1482,06/03/2017,12,23,07,02,09,08,11,24,01,04,15,10,19,05,14,2,321,13539,207626,973255,838156.95,1606.82,20.00,8.00,4.00
1483,08/03/2017,06,03,20,05,17,21,09,15,14,13,11,07,23,04,22,2,431,16004,205330,999270,783149.76,1597.40,20.00,8.00,4.00
1484,10/03/2017,17,02,06,18,22,07,21,19,03,25,04,01,09,12,10,2,319,11500,157103,880857,1048630.65,2022.92,20.00,8.00,4.00
1485,13/03/2017,05,24,17,01,11,02,15,23,13,18,03,25,09,19,08,4,944,35996,280169,1158028,215931.75,402.18,20.00,8.00,4.00
1486,15/03/2017,22,09,08,18,14,12,02,21,25,04,05,10,23,20,19,1,498,17495,204214,1023723,1470685.52,1298.10,20.00,8.00,4.00
1487,17/03/2017,21,15,03,19,25,05,22,06,04,12,01,02,11,10,16,3,351,13869,157649,910359,688247.98,1809.99,20.00,8.00,4.00
1488,20/03/2017,19,23,21,11,25,24,10,06,20,05,12,01,04,13,16,4,600,19921,190961,999588,387339.06,1135.05,20.00,8.00,4.00
1489,22/03/2017,25,12,14,22,20,19,02,07,09,15,23,04,08,10,13,3,434,16858,207756,1039838,480522.59,1460.03,20.00,8.00,4.00
1490,24/03/2017,05,22,19,04,20,15,11,09,18,07,03,01,14,08,13,2,486,16503,198499,1062665,756297.48,1368.05,20.00,8.00,4.00
1491,27/03/2017,20,14,02,13,23,09,19,11,05,07,25,06,24,04,22,1,560,19310,201204,1016203,1413132.73,1109.20,20.00,8.00,4.00
1492,29/03/2017,15,03,05,25,08,04,19,18,12,10,16,24,07,17,02,2,296,12094,164409,885723,880277.49,1830.10,20.00,8.00,4.00
1493,31/03/2017,10,19,14,24,25,21,02,13,20,11,16,23,05,15,08,9,853,23807,222932,1104948,143438.70,665.24,20.00,8.00,4.00
1494,03/04/2017,02,09,13,11,03,20,19,04,25,15,10,22,12,17,01,3,457,16571,203250,1048683,505284.94,1458.00,20.00,8.00,4.00
1495,05/04/2017,13,23,24,05,03,22,10,02,18,04,14,25,08,01,12,3,730,21649,223757,1078738,453858.54,819.85,20.00,8.00,4.00
1496,07/04/2017,07,13,09,25,23,17,03,10,02,19,06,20,15,11,12,1,594,23440,258735,1182885,1251644.24,926.21,20.00,8.00,4.00
1497,10/04/2017,22,05,12,07,11,02,19,14,13,18,23,17,01,15,16,1,220,10018,129742,818464,1901422.20,2659.33,20.00,8.00,4.00
1498,12/04/2017,16,25,14,17,07,23,10,05,15,18,11,04,21,08,24,1,410,13857,171697,911301,1801980.50,1352.33,20.00,8.00,4.00
1499,15/04/2017,15,23,12,02,04,05,03,14,13,24,18,08,07,01,19,2,504,14231,169365,820044,454316.92,792.45,20.00,8.00,4.00
1500,17/04/2017,03,13,02,22,07,15,20,05,10,01,17,11,18,12,19,3,394,13924,177400,822864,315388.37,1055.57,20.00,8.00,4.00
1501,19/04/2017,10,01,08,06,13,25,09,21,22,07,11,17,16,24,18,2,231,8984,121404,756632,1089774.04,2903.16,20.00,8.00,4.00
1502,22/04/2017,04,18,22,03,17,13,15,11,24,02,12,05,20,07,01,0,454,19681,165975,841016,0.00,1071.28,20.00,8.00,4.00
1503,24/04/2017,22,12,07,03,16,17,02,21,20,25,18,23,15,01,24,0,290,10408,136832,840625,0.00,2082.89,20.00,8.00,4.00
1504,26/04/2017,11,25,24,21,18,19,23,07,08,17,01,12,14,05,04,2,828,26035,283795,1426452,2703729.54,1241.10,20.00,8.00,4.00
1505,28/04/2017,07,25,16,02,24,19,20,11,03,01,06,14,22,18,17,1,196,7625,114617,700630,2125397.96,3336.58,20.00,8.00,4.00
1506,03/05/2017,03,13,05,08,22,10,19,09,14,17,24,04,21,18,20,2,633,19727,240630,1227715,1090843.42,1514.98,20.00,8.00,4.00
1507,05/05/2017,05,14,10,11,17,04,19,13,24,03,01,08,23,02,21,6,791,22225,234971,1192800,232847.67,776.36,20.00,8.00,4.00
1508,08/05/2017,07,23,03,22,14,09,24,11,19,10,08,17,01,21,12,2,458,16743,190658,983957,766634.29,1471.53,20.00,8.00,4.00
1509,10/05/2017,22,02,24,03,17,14,15,19,07,08,06,13,01,18,09,5,724,18443,204140,991548,332578.98,1009.58,20.00,8.00,4.00
1510,12/05/2017,15,03,07,11,13,12,18,24,10,04,08,09,22,01,19,4,586,21595,235256,1184036,318127.19,954.51,20.00,8.00,4.00
1511,15/05/2017,23,09,12,11,24,02,08,21,20,10,05,04,19,15,13,5,660,19451,216373,1060479,272884.25,908.70,20.00,8.00,4.00
1512,17/05/2017,03,21,22,16,17,15,13,12,19,02,06,04,24,10,11,1,447,13578,159040,862389,2007937.94,1382.16,20.00,8.00,4.00
1513,19/05/2017,18,06,16,24,04,09,11,22,10,03,13,12,21,14,07,1,351,12949,155263,872250,1931178.44,1692.91,20.00,8.00,4.00
1514,22/05/2017,11,21,20,08,19,16,03,04,24,05,13,15,12,17,07,2,421,12339,157467,922916,858676.00,1793.06,20.00,8.00,4.00
1515,24/05/2017,03,01,19,12,09,05,13,11,17,20,16,23,08,18,02,5,332,12453,160295,908667,336430.51,1559.00,20.00,8.00,4.00
1516,26/05/2017,18,11,24,14,12,01,16,02,23,19,10,22,07,20,06,3,300,11390,149439,809054,676080.02,2080.25,20.00,8.00,4.00
1517,29/05/2017,25,03,18,23,05,12,11,02,08,21,15,24,10,14,20,4,693,22740,216554,1021799,276609.09,701.79,20.00,8.00,4.00
1518,31/05/2017,12,02,07,03,11,20,24,04,14,17,25,16,05,22,08,4,381,12852,157866,854588,440990.32,1424.56,20.00,8.00,4.00
1519,02/06/2017,23,18,24,21,17,22,01,16,06,20,13,08,04,14,25,4,331,12122,151372,877555,529678.45,1969.52,20.00,8.00,4.00
1520,05/06/2017,16,13,12,04,19,08,14,25,02,09,17,01,24,18,10,6,497,17287,173513,902896,283547.62,1504.66,20.00,8.00,4.00
1521,07/06/2017,04,19,14,23,08,20,12,24,05,17,03,02,07,01,15,4,530,18994,201761,1064105,359073.26,1191.20,20.00,8.00,4.00
